Accession,suppdata_id,Type,QCType,SRP,pi0,fp,rs,ud,Type_after_filter,QCType_after_filter,SRP_after_filter,pi0_after_filter,fp_after_filter,rs_after_filter,ud_after_filter
GSE93314,GSE93314_E10_vs_E11_S_0.085_.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE93280,GSE93280_isoform_exp.diff.gz,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE76864,GSE76864_gene_exp.diff.gz,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE77499,GSE77499_Dd2CQ_Dd2_3D7_gene_exp.diff.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE55682,GSE55682_16h.xls.gz,other,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE71527,GSE71527_WT_SNI_Sal_vs_WT_SNI_DMI.xlsx,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE58326,GSE58326_gene_exp.txt.gz,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE51975,GSE51975_C_v_OVOL2_isoform_exp.diff.gz,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE44536,GSE44536_GEO_Processed_file_excel.xlsx.gz-sheet-FPKM_NC_009338,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE115349,GSE115349_PD29_v_PD30.batch3.novel.gene_exp.diff.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE111294,GSE111294_male_gene_exp.diff.gz,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE93314,GSE93314_E11_G1_vs_S_0.085_.txt.gz,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE84606,GSE84606_gene_exp.diff.gz,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE77499,GSE77499_Dd2CQ_Dd2_3D7_isoform_exp.diff.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE55682,GSE55682_20h.xls.gz,other,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE71527,GSE71527_WT_naive_vs_KO_naive.xlsx,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE63810,GSE63810_BCKO_RNASeq_Data.xlsx-sheet-GenesDiffExp,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE115349,GSE115349_PD29_v_PD31.batch3.novel.gene_exp.diff.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE99490,GSE99490_gene_exp.diff.gz,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE87855,GSE87855_gene_exp.diff.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE67745,GSE67745_Eutrema_salsugineum_SH_YK.xlsx,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE93314,GSE93314_E11_S_vs_G1_0.085_.txt.gz,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE63224,GSE63224_All_unigene_expression.txt.gz-set-0,other,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE63224,GSE63224_All_unigene_expression.txt.gz-set-1,other,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE63224,GSE63224_All_unigene_expression.txt.gz-set-2,other,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE63224,GSE63224_All_unigene_expression.txt.gz-set-3,other,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE63224,GSE63224_All_unigene_expression.txt.gz-set-4,other,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE55682,GSE55682_24h.xls.gz,other,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE71527,GSE71527_WT_naive_vs_WT_SNI_Sal.xlsx,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE61238,GSE61238_gene_exp.diff.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE41908,GSE41908_E11.5_E13.5f_cuffdiff1.2.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE34097,GSE34097_aff2_genes_cufflinks.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE115349,GSE115349_PD30_v_PD31.batch3.novel.gene_exp.diff.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE118994,GSE118994_DESeq2_delta-espL_vs_wt.csv.gz,other,conservative,NA,NA,NA,NA,NA,other,conservative,NA,NA,NA,NA,NA
GSE93990,GSE93990_gene_exp.diff.gz,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE108836,GSE108836_gene_expSC_DC.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE98219,GSE98219_PAS_seq_all_gene_expression.xlsx-sheet-all_gene_list,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE84933,GSE84933_gene_exp.diff.gz,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE79408,GSE79408_gene_exp.diff.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE54641,GSE54641_DESeq.txt.gz,conservative,other,NA,NA,NA,NA,NA,anti-conservative,anti-conservative,NA,0.9816447476172734,NA,NA,NA
GSE83555,GSE83555_WT-KO-mm9-gene_exp.txt.gz,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE80301,GSE80301_col_rep1_mom1_gene_exp.diff.txt.gz,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE55682,GSE55682_48h.xls.gz,other,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE70711,GSE70711_IRF4hi.vs.IRF8hi.gene_exp.diff.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE65328,GSE65328_A17_6V.tab.gz,conservative,conservative,NA,NA,NA,NA,NA,anti-conservative,anti-conservative,NA,0.9181606271290308,NA,NA,NA
GSE57227,GSE57227_PHH_GW_vs_DMSO_RNA_seq_gene_exp.diff.gz,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE41908,GSE41908_E11.5_E13.5m_cuffdiff1.2.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE34097,GSE34097_aff3_genes_cufflinks.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE108836,GSE108836_gene_expSS_DS.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE104065,GSE104065_NSCs_E47KOvsWt_DESeq.txt.gz,uniform,other,NA,NA,NA,NA,NA,other,other,NA,NA,NA,NA,NA
GSE54641,GSE54641_cuffdiff2_gene_exp.diff.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE80301,GSE80301_col_rep1_nrpe1_gene_exp.diff.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE55682,GSE55682_Baf250a6days.csv.gz,other,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE70711,GSE70711_IRF8cKO_GCBCell_RPKM_exp_1.csv.gz,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE41908,GSE41908_E9.5_E11.5_cuffdiff1.2.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE34097,GSE34097_aff4_genes_cufflinks.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE108094,GSE108094_gene_exp.diff.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE120844,GSE120844_DEG_CTRL_IFNG.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE108836,GSE108836_gene_expSS_SC.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE86460,GSE86460_EVI1_vs_EVI1GATA2.gene_exp.diff.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE84492,GSE84492_Kdm5c_def_mouse_expression_values.txt.gz,spiky,other,NA,NA,NA,NA,NA,anti-conservative,anti-conservative,0.7099969631995304,0.6031161846657468,35.95,484.9634257134392,278.9963683702298
GSE81123,GSE81123_Poplar_RNAseq_data.ods.txt.gz,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE82210,GSE82210_cuffdiff_lncOL1KO_vs_Ctrl.gene.fpkm.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE78902,GSE78902_DEseq_DB001-DB004_DB002-DB003_DEG_list.csv.gz,other,conservative,NA,NA,NA,NA,NA,other,other,NA,NA,NA,NA,NA
GSE80301,GSE80301_col_rep1_pial1pial2_gene_exp.diff.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE70711,GSE70711_IRF8cKO_GCBCell_RPKM_exp_2.csv.gz,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE59481,GSE59481_PIG_vs_GFP_DE_genes.txt.gz,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE120844,GSE120844_DEG_CTRL_POMALYST.txt.gz,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE102546,GSE102546_cuffdiff.gene_exp.diff.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE101898,GSE101898_Galaxy123-_CellXtype_QKO_vs_QT7L1_.tabular.txt.gz,spiky,other,NA,NA,NA,NA,NA,anti-conservative,anti-conservative,0.835997964133909,0.41749285188694146,61,968.9216404312006,227.36701250907936
GSE92874,GSE92874_RNA.txt.gz,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE77769,GSE77769_RNA_diff_final.txt.gz,spiky,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE91075,GSE91075_gene_exp_WT1_KO1.txt.gz,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE81007,GSE81007_cds.diff.gz,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE72764,GSE72764_DEseq_LS39-LS40-LS42_LS44-LS45-LS48_DEG_list.csv.gz,conservative,conservative,NA,NA,NA,NA,NA,other,other,NA,NA,NA,NA,NA
GSE80301,GSE80301_col_rep2_mom1_gene_exp.diff.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE67063,GSE67063_gene_exp.diff.gz,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE72560,GSE72560_Enteric_Glia.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE69113,GSE69113_AIPVUIP_differential_expression.txt.gz,other,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE59020,GSE59020_ETS1_gene_exp_all.diff.gz,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE47095,GSE47095_splicing_diff.txt.gz,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE43194,GSE43194_E11_ICR_abundance_rep1.txt.gz-set-0,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE43194,GSE43194_E11_ICR_abundance_rep1.txt.gz-set-1,spiky,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE43194,GSE43194_E11_ICR_abundance_rep1.txt.gz-set-2,spiky,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE120844,GSE120844_DEG_CTRL_POMIFNG.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE60538,GSE60538_CuffDiff-Data_Coding.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE113648,GSE113648_RNAseq_HGPS_cell_lines_vs_control.xlsx,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE98885,GSE98885_wlp2s_VS_WT_differential_expression.xlsx,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE92971,GSE92971_run1513_gencode_DESeq2_earlyFGFvsControl_gene_diff_rawcnt.txt.gz,other,conservative,NA,NA,NA,NA,NA,uniform,other,NA,NA,NA,NA,NA
GSE101898,GSE101898_Galaxy124-_CellXtype_QT7_vs_QT7L1_.tabular.txt.gz,uniform,other,NA,NA,NA,NA,NA,anti-conservative,anti-conservative,0.7170133184210379,0.8864336695894459,10.200000000000001,138.95718110999712,76.48786637711876
GSE91075,GSE91075_gene_exp_WT2_KO2.txt.gz,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE77185,GSE77185_gene_exp.diff.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE72762,GSE72762_DEseq_LS023-LS024-LS025_LS030-LS031-LS032_DEG_list.txt.gz,conservative,other,NA,NA,NA,NA,NA,other,conservative,NA,NA,NA,NA,NA
GSE80301,GSE80301_col_rep2_mom1pial2_gene_exp.diff.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE69113,GSE69113_BIPVUIP_differential_expression.txt.gz,other,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE59020,GSE59020_U0126_gene_exp_all.diff.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE49843,GSE49843_gene_exp.diff_22345-22353.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE43194,GSE43194_E11_ICR_abundance_rep2.txt.gz-set-0,spiky,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE43194,GSE43194_E11_ICR_abundance_rep2.txt.gz-set-1,spiky,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE43194,GSE43194_E11_ICR_abundance_rep2.txt.gz-set-2,spiky,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE43614,GSE43614_diff_out.txt.gz,other,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE120844,GSE120844_DEG_IFNG_POMIFNG.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE102780,GSE102780_SmallRNA.CD95L.50hrs.HeyA8.xlsx,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE114987,GSE114987_gene.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE60538,GSE60538_CuffDiff-Data_Gene.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE116499,GSE116499_Control_NB4_vs_JMJD3_NB4.diff.exp.annot.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE104422,GSE104422_C_OA_Cuffdiff.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE101898,GSE101898_Galaxy125-_CellXtype_WT_vs_QKO_.tabular.txt.gz,spiky,other,NA,NA,NA,NA,NA,anti-conservative,anti-conservative,0.821253408545236,0.4483478378617402,56.75,885.5164877639007,234.68214588905812
GSE73972,GSE73972_atxvsWT_gene_exp_diff.txt.gz,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE98387,GSE98387_gene_exp.txt.gz,other,conservative,NA,NA,NA,NA,NA,other,conservative,NA,NA,NA,NA,NA
GSE81007,GSE81007_cds_exp.diff.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE72761,GSE72761_DESeq_LS007-LS008-LS010_LS015-LS016-LS018_DEG_list.txt.gz,conservative,other,NA,NA,NA,NA,NA,other,conservative,NA,NA,NA,NA,NA
GSE80301,GSE80301_col_rep2_pial2_gene_exp.diff.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE66575,GSE66575_RNAseq_genes_expression.xlsx-sheet-control_vs_comparison.gene_exp,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE66575,GSE66575_RNAseq_genes_expression.xlsx-sheet-control_vs_comparison.isoform_e,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE61202,GSE61202_NICvsMOdifferential_expression.txt.gz,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE58464,GSE58464_RNA-seq_tophat_microrazers_results.txt.gz-set-0,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE58464,GSE58464_RNA-seq_tophat_microrazers_results.txt.gz-set-1,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE43194,GSE43194_HH18chick_abundance.txt.gz-set-0,spiky,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE43194,GSE43194_HH18chick_abundance.txt.gz-set-1,spiky,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE43194,GSE43194_HH18chick_abundance.txt.gz-set-2,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE120844,GSE120844_DEG_POMALYST_POMIFNG.txt.gz,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE102779,GSE102779_SmallRNA_CD95L.50hrs.Drosha_ko.xlsx,uniform,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE118592,GSE118592_day10_results.txt.gz,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE103207,GSE103207_ALV_J36h_vs_NC36h.Differential_analysis_results.xlsx-sheet-Sheet1,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE101898,GSE101898_Galaxy126-_CellXtype_WT_vs_QT7_.tabular.txt.gz,spiky,other,NA,NA,NA,NA,NA,anti-conservative,anti-conservative,0.8122148738866551,0.7906440496551999,21.3,328.7033594619293,93.56716182062434
GSE93620,GSE93620_gene_exp.diff.gz,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE81007,GSE81007_gene_exp.diff.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE85576,GSE85576_Supplementary_Table_1.xlsx-sheet-MagohMos2_vs_Control,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE80433,GSE80433_gene_exp.diff.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE65406,GSE65406_control_vs_gld1_DESeq.csv.gz,conservative,other,NA,NA,NA,NA,NA,anti-conservative,uniform,NA,0.9980807558488437,NA,NA,NA
GSE67674,GSE67674_RNA-seq_analysis_AADMSOvsAAGSK-J4.txt.gz,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE63750,GSE63750_chemhigh-batch-result-using-R-DeSeq.csv.gz,bimodal,other,NA,NA,NA,NA,NA,other,other,NA,NA,NA,NA,NA
GSE53976,GSE53976_gene_exp.diff.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp.xls.gz-sheet-adipose_fullSet,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp.xls.gz-sheet-adipose_400M,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp.xls.gz-sheet-adipose_300M,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp.xls.gz-sheet-adipose_200M,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp.xls.gz-sheet-adipose_150M,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp.xls.gz-sheet-adipose_100M,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp.xls.gz-sheet-adipose_75M,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp.xls.gz-sheet-adipose_50M,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp.xls.gz-sheet-adipose_25M,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp.xls.gz-sheet-adipose_20M,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp.xls.gz-sheet-adipose_15M,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp.xls.gz-sheet-adipose_10M,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp.xls.gz-sheet-adipose_5M,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE36005,GSE36005_emo_gene.diff.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE97469,GSE97469_HEPG2_EV_versus_shRNA.csv.gz,spiky,other,NA,NA,NA,NA,NA,anti-conservative,anti-conservative,0.8377403144405332,0.6696864234142684,29.900000000000002,475.9202726336669,110.03377273050694
GSE118592,GSE118592_day5_results.txt.gz,other,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE60538,GSE60538_CuffDiff-Data_Isoform.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE99522,GSE99522_cds.diff.gz,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE110334,GSE110334_NSMRep1_gene_exp.diff.gz,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE102531,GSE102531_DE2output-280116.xlsx.gz-set-0,spiky,other,NA,NA,NA,NA,NA,anti-conservative,anti-conservative,0.7616824431930329,0.6515252018075927,27.8,402.32066649455993,165.26484840289072
GSE102531,GSE102531_DE2output-280116.xlsx.gz-set-1,bimodal,other,NA,NA,NA,NA,NA,anti-conservative,anti-conservative,0.7215156553836011,0.6705009909439311,24.900000000000002,341.3490565619816,182.60302802157713
GSE93287,GSE93287_cuffdiff_gene_exp.diff.xlsx-sheet-cuffdiff gene_exp.diff,conservative,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE86867,GSE86867_WT_quiescent_456_vs_WT_dividing_123.txt.gz,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE103207,GSE103207_ALV_J3h_vs_NC3h.Differential_analysis_results.xlsx-sheet-Sheet1,conservative,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE101898,GSE101898_Galaxy127-_CellXtype_WT_vs_QT7L1_.tabular.txt.gz,bimodal,other,NA,NA,NA,NA,NA,anti-conservative,anti-conservative,0.8414053115052536,0.8235245333876692,18.6,297.3526370859566,66.61161053734736
GSE79507,GSE79507_minipig.txt.gz,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE66158,GSE66158_all_genes_FPKM.txt.gz,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE65406,GSE65406_gld1_vs_tumorfast_DESeq.csv.gz,conservative,other,NA,NA,NA,NA,NA,other,conservative,NA,NA,NA,NA,NA
GSE63750,GSE63750_chemlow-batch-result-using-R-DeSeq.csv.gz,other,other,NA,NA,NA,NA,NA,other,other,NA,NA,NA,NA,NA
GSE56284,GSE56284_gene_exp.txt.gz,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp_simluation_100M.xls.gz-sheet-adipose_100M_round1,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp_simluation_100M.xls.gz-sheet-adipose_100M_round2,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp_simluation_100M.xls.gz-sheet-adipose_100M_round3,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp_simluation_100M.xls.gz-sheet-adipose_100M_round4,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp_simluation_100M.xls.gz-sheet-adipose_100M_round5,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp_simluation_100M.xls.gz-sheet-adipose_100M_round6,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp_simluation_100M.xls.gz-sheet-adipose_100M_round7,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp_simluation_100M.xls.gz-sheet-adipose_100M_round8,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp_simluation_100M.xls.gz-sheet-adipose_100M_round9,bimodal,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
